Coordinates,Exposure of S. caninervis,Number of S. caninervis sporophytes,Stem height,Stem height:  exposed,Stem height: shaded,Number of inflorescences,No. Infl. per expressing ramet: exposed,No. Infl. per expressing ramet: shaded,"Sex (M,F,S)",Stem height sorted,No.  inflor by sorted st ht,No.  inflor sorted,St ht sorted by no. infl,Syntrichia caninervis cover,Syntrichia ruralis cover,Bryum algovicum cover,Bryum argenteum cover,Pterogoneurum spp. cover,Grimmia cover,Unknown sp. cover,Total bryophyte cover,Total lichen cover,Total cryptogam cover,,
T3 705,,0,,,,,,,,2.4,0,0,2.8,0%,0%,2.50%,2.50%,0%,0%,0%,5%,2.5%,7.5%,,
T3 720,,0,,,,,,,,2.4,1,0,2.8,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.0%,,
T3 735,O,0,2.3,,,0,,,S,2.4,0,0,2.8,2.50%,0%,0%,2.50%,0%,0%,0%,5%,10%,15.0%,,
T3 735,O,,2.1,,,0,,,S,2.4,0,0,2.8,,,,,,,,,,,,
T3 735,O,,2,,,0,,,S,2.4,0,0,2.8,,,,,,,,,,,,
T3 735,O,,2.1,,,0,,,S,2.4,0,0,2.8,,,,,,,,,,,,
T3 735,O,,2.1,,,0,,,S,2.4,0,0,2.8,,,,,,,,,,,,
T3 735,O,,2.4,,,0,,,S,2.4,1,0,2.8,,,,,,,,,,,,
T3 735,O,,1.8,,,0,,,S,2.4,1,0,2.9,,,,,,,,,,,,
T3 735,O,,1.8,,,0,,,S,2.4,0,0,2.9,,,,,,,,,,,,
T3 735,O,,2,,,0,,,S,2.5,0,0,2.9,,,,,,,,,,,,
T3 735,O,,1.8,,,0,,,S,2.5,0,0,2.9,,,,,,,,,,,,
T3 750,U,0,1.8,,,1,,,F,2.5,0,0,2.9,2.50%,0%,0%,5%,0%,0%,0%,7.50%,10%,17.5%,,
T3 750,U,,2.1,,,0,,,S,2.5,0,0,2.9,,,,,,,,,,,,
T3 750,U,,1.3,,,0,,,S,2.5,0,0,2.9,,,,,,,,,,,,
T3 750,U,,2.2,,,0,,,S,2.5,0,0,2.9,,,,,,,,,,,,
T3 750,U,,2.1,,,0,,,S,2.5,1,0,2.9,,,,,,,,,,,,
T3 750,U,,2.1,,,0,,,S,2.5,0,0,2.9,,,,,,,,,,,,
T3 750,U,,2,,,0,,,S,2.5,0,0,3,,,,,,,,,,,,
T3 750,U,,2.4,,,0,,,S,2.5,0,0,3,,,,,,,,,,,,
T3 750,U,,1.9,,,0,,,S,2.5,0,0,3,,,,,,,,,,,,
T3 750,U,,2.1,,,0,,,S,2.5,0,0,3,,,,,,,,,,,,
T3 765,,0,,,,,,,,2.5,1,0,3,0%,0%,0%,2.50%,0%,0%,0%,2.5%,2.5%,5.0%,,
T3 780,,0,,,,,,,,2.5,0,0,3,0%,0%,30%,30%,0%,0%,0%,60%,0%,60.0%,,
T4 15,,0,,,,,,,,2.5,0,0,3,0%,0%,0%,0%,0%,5%,0%,5%,0%,5.0%,,
T4 30,,0,,,,,,,,2.5,0,0,3,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.0%,,
T4 45,,0,,,,,,,,2.5,1,0,3,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.0%,,
T4 60,,0,,,,,,,,2.5,0,0,3,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.0%,,
T4 75,,0,,,,,,,,2.5,0,0,3,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.0%,,
T4 90,I,0,1.3,,,0,,,S,2.5,1,0,3,5%,0%,0%,0%,0%,0%,0%,5%,0%,5.0%,,
T4 90,I,,1.9,,,0,,,S,2.5,0,0,3,,,,,,,,,,,,
T4 90,I,,2.6,,,0,,,S,2.5,0,0,3.1,,,,,,,,,,,,
T4 90,I,,1.4,,,0,,,S,2.5,0,0,3.1,,,,,,,,,,,,
T4 90,I,,2.1,,,0,,,S,2.5,1,0,3.1,,,,,,,,,,,,
T4 90,I,,1.7,,,0,,,S,2.5,2,0,3.1,,,,,,,,,,,,
T4 90,I,,2.3,,,0,,,S,2.5,1,0,3.1,,,,,,,,,,,,
T4 90,I,,1.3,,,0,,,S,2.5,2,0,3.1,,,,,,,,,,,,
T4 90,I,,2.1,,,0,,,S,2.5,1,0,3.2,,,,,,,,,,,,
T4 90,I,,1.5,,,0,,,S,2.5,0,0,3.2,,,,,,,,,,,,
T4 105,,0,,,,,,,,2.5,1,0,3.2,0%,0%,0%,0%,2.50%,0%,0%,2.5%,2.5%,5.0%,,
T4 120,,0,,,,,,,,2.5,0,0,3.2,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.0%,,
T4 135,,0,,,,,,,,2.5,1,0,3.2,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.0%,,
T4 150 ,,0,,,,,,,,2.6,0,0,3.2,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.0%,,
T4 165,,0,,,,,,,,2.6,1,0,3.3,0%,0%,0%,0%,2.50%,0%,0%,2.5%,0%,2.5%,,
T4 180,I,0,1.4,,,0,,,S,2.6,0,0,3.3,30%,0%,0%,0%,0%,0%,0%,30%,2.5%,32.5%,,
T4 180,I,,2,,,0,,,S,2.6,0,0,3.3,,,,,,,,,,,,
T4 180,I,,1.8,,,0,,,S,2.6,0,0,3.5,,,,,,,,,,,,
T4 180,I,,2.3,,,0,,,S,2.6,0,0,3.7,,,,,,,,,,,,
T4 180,I,,2.9,,,0,,,S,2.6,0,0,4,,,,,,,,,,,,
T4 180,I,,2,,,0,,,S,2.6,1,1,0.8,,,,,,,,,,,,
T4 180,I,,2.5,,,0,,,S,2.6,0,1,0.9,,,,,,,,,,,,
T4 180,I,,1.5,,,0,,,S,2.6,0,1,1,,,,,,,,,,,,
T4 180,I,,1.8,,,0,,,S,2.6,1,1,1,,,,,,,,,,,,
T4 180,I,,0.5,,,0,,,S,2.6,0,1,1,,,,,,,,,,,,
T4 195,I,0,0.9,,,1,,,F,2.6,1,1,1,2.50%,0%,0%,0%,0%,0%,0%,2.50%,0%,2.5%,,
T4 195,I,,1,,,1,,,F,2.6,2,1,1.4,,,,,,,,,,,,
T4 195,I,,1.4,,,2,,,F,2.6,1,1,1.5,,,,,,,,,,,,
T4 195,I,,1.1,,,2,,,F,2.6,1,1,1.7,,,,,,,,,,,,
T4 195,I,,0.8,,,0,,,S,2.6,1,1,1.7,,,,,,,,,,,,
T4 195,I,,1,,,1,,,F,2.6,1,1,1.8,,,,,,,,,,,,
T4 195,I,,1,,,0,,,S,2.6,1,1,1.8,,,,,,,,,,,,
T4 195,I,,0.6,,,0,,,S,2.6,0,1,1.8,,,,,,,,,,,,
T4 195,I,,0.7,,,0,,,S,2.6,0,1,1.8,,,,,,,,,,,,
T4 195,I,,1,,,1,,,F,2.6,0,1,1.8,,,,,,,,,,,,
T4 210,U,0,2.3,,,0,,,S,2.6,1,1,1.9,30%,0%,0%,0%,0%,0%,0%,30%,0%,30.0%,,
T4 210,U,,2.1,,,1,,,F,2.7,0,1,1.9,,,,,,,,,,,,
T4 210,U,,2.1,,,0,,,S,2.7,0,1,1.9,,,,,,,,,,,,
T4 210,U,,2,,,0,,,S,2.7,0,1,1.9,,,,,,,,,,,,
T4 210,U,,2.5,,,1,,,F,2.7,0,1,1.9,,,,,,,,,,,,
T4 210,U,,1.9,,,1,,,F,2.7,2,1,2,,,,,,,,,,,,
T4 210,U,,1.8,,,1,,,F,2.7,2,1,2,,,,,,,,,,,,
T4 210,U,,1.8,,,1,,,F,2.7,1,1,2,,,,,,,,,,,,
T4 210,U,,1.8,,,0,,,S,2.7,0,1,2,,,,,,,,,,,,
T4 210,U,,3.1,,,0,,,F,2.8,0,1,2,,,,,,,,,,,,
T4 225,I,0,0.8,,,1,,,F,2.8,0,1,2,2.50%,0%,0%,0%,0%,0%,0%,2.50%,0%,2.5%,,
T4 225,I,,1.1,,,0,,,S,2.8,1,1,2,,,,,,,,,,,,
T4 225,I,,0.9,,,0,,,S,2.8,0,1,2,,,,,,,,,,,,
T4 225,I,,2.2,,,0,,,S,2.8,1,1,2.1,,,,,,,,,,,,
T4 225,I,,1.2,,,0,,,S,2.8,1,1,2.1,,,,,,,,,,,,
T4 225,I,,1.5,,,1,,,F,2.8,0,1,2.1,,,,,,,,,,,,
T4 225,I,,1.1,,,0,,,S,2.8,0,1,2.1,,,,,,,,,,,,
T4 225,I,,0.9,,,0,,,S,2.8,1,1,2.2,,,,,,,,,,,,
T4 225,I,,0.8,,,0,,,S,2.8,1,1,2.2,,,,,,,,,,,,
T4 225,I,,1.2,,,0,,,S,2.8,0,1,2.2,,,,,,,,,,,,
T4 240,,0,,,,,,,,2.8,0,1,2.2,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.0%,,
T4 255,O,0,1.8,,,0,,,S,2.8,1,1,2.2,30%,0%,0%,20%,0%,0%,0%,50%,0%,50.0%,,
T4 255,O,,2,,,0,,,S,2.8,3,1,2.2,,,,,,,,,,,,
T4 255,O,,2.4,,,0,,,S,2.8,3,1,2.2,,,,,,,,,,,,
T4 255,O,,1.9,,,0,,,S,2.8,1,1,2.3,,,,,,,,,,,,
T4 255,O,,1.2,,,0,,,S,2.8,1,1,2.3,,,,,,,,,,,,
T4 255,O,,1.6,,,0,,,S,2.8,3,1,2.3,,,,,,,,,,,,
T4 255,O,,1.9,,,0,,,S,2.8,0,1,2.3,,,,,,,,,,,,
T4 255,O,,2,,,1,,,F,2.8,1,1,2.3,,,,,,,,,,,,
T4 255,O,,1.4,,,0,,,S,2.8,0,1,2.3,,,,,,,,,,,,
T4 255,O,,1.2,,,0,,,S,2.8,0,1,2.3,,,,,,,,,,,,
T4 270,U,0,3.2,,,0,,,S,2.8,0,1,2.3,2.50%,0%,0%,0%,0%,0%,0%,2.50%,0%,2.5%,,
T4 270,U,,2,,,1,,,F,2.8,0,1,2.3,,,,,,,,,,,,
T4 270,U,,2.3,,,0,,,S,2.8,0,1,2.4,,,,,,,,,,,,
T4 270,U,,3.3,,,1,,,F,2.8,1,1,2.4,,,,,,,,,,,,
T4 270,U,,2.5,,,2,,,F,2.8,0,1,2.4,,,,,,,,,,,,
T4 270,U,,2,,,0,,,S,2.8,0,1,2.4,,,,,,,,,,,,
T4 270,U,,2,,,0,,,S,2.8,1,1,2.4,,,,,,,,,,,,
T4 270,U,,1.1,,,0,,,S,2.8,2,1,2.4,,,,,,,,,,,,
T4 270,U,,3.2,,,0,,,S,2.8,1,1,2.5,,,,,,,,,,,,
T4 270,U,,2.8,,,1,,,F,2.8,0,1,2.5,,,,,,,,,,,,
T4 285,I,0,1.8,,,0,,,S,2.8,1,1,2.5,30%,0%,0%,0%,0%,0%,0%,30%,20%,50.0%,,
T4 285,I,,1.5,,,0,,,S,2.8,1,1,2.5,,,,,,,,,,,,
T4 285,I,,1.7,,,1,,,F,2.8,1,1,2.5,,,,,,,,,,,,
T4 285,I,,1.4,,,0,,,S,2.9,0,1,2.5,,,,,,,,,,,,
T4 285,I,,1.2,,,0,,,S,2.9,0,1,2.5,,,,,,,,,,,,
T4 285,I,,1.8,,,1,,,F,2.9,0,1,2.5,,,,,,,,,,,,
T4 285,I,,1.4,,,0,,,S,2.9,0,1,2.5,,,,,,,,,,,,
T4 285,I,,1.2,,,0,,,S,2.9,0,1,2.6,,,,,,,,,,,,
T4 285,I,,1.7,,,0,,,S,2.9,0,1,2.6,,,,,,,,,,,,
T4 285,I,,1.1,,,0,,,S,2.9,1,1,2.6,,,,,,,,,,,,
T4 300,U,0,2.5,,,1,,,F,2.9,0,1,2.6,10%,0%,0%,0%,0%,0%,0%,10%,10%,20.0%,,
T4 300,U,,2.5,,,2,,,F,2.9,1,1,2.6,,,,,,,,,,,,
T4 300,U,,2.6,,,0,,,S,2.9,1,1,2.6,,,,,,,,,,,,
T4 300,U,,4.5,,,2,,,F,2.9,1,1,2.6,,,,,,,,,,,,
T4 300,U,,3,,,1,,,F,2.9,2,1,2.6,,,,,,,,,,,,
T4 300,U,,2.5,,,1,,,F,2.9,0,1,2.6,,,,,,,,,,,,
T4 300,U,,2.8,,,2,,,F,2.9,1,1,2.6,,,,,,,,,,,,
T4 300,U,,1.5,,,0,,,S,2.9,1,1,2.7,,,,,,,,,,,,
T4 300,U,,3.2,,,2,,,F,2.9,1,1,2.8,,,,,,,,,,,,
T4 300,U,,3,,,0,,,S,2.9,1,1,2.8,,,,,,,,,,,,
T4 315,,0,,,,,,,,2.9,0,1,2.8,0%,0%,0%,0%,0%,0%,0%,0%,5%,5.0%,,
T4 330,,0,,,,,,,,2.9,0,1,2.8,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.0%,,
T4 345,O,0,1.3,,,0,,,S,3,1,1,2.8,20%,0%,0%,0%,0%,0%,0%,20%,10%,30.0%,,
T4 345,O,,3,,,0,,,S,3,1,1,2.8,,,,,,,,,,,,
T4 345,O,,2.4,,,0,,,S,3,0,1,2.8,,,,,,,,,,,,
T4 345,O,,1.6,,,0,,,S,3,0,1,2.8,,,,,,,,,,,,
T4 345,O,,2,,,0,,,S,3,0,1,2.8,,,,,,,,,,,,
T4 345,O,,1.9,,,0,,,S,3,0,1,2.8,,,,,,,,,,,,
T4 345,O,,2.3,,,0,,,S,3,0,1,2.8,,,,,,,,,,,,
T4 345,O,,1.2,,,0,,,S,3,1,1,2.8,,,,,,,,,,,,
T4 345,O,,0.6,,,0,,,S,3,1,1,2.8,,,,,,,,,,,,
T4 345,O,,1.3,,,0,,,S,3,0,1,2.8,,,,,,,,,,,,
T4 360,,0,,,,,,,,3,0,1,2.8,0%,0%,0%,0%,0%,0%,0%,0%,5%,5.0%,,
T4 375,U,0,2.5,,,0,,,S,3,0,1,2.9,20%,0%,2.50%,0%,0%,0%,0%,22.5%,0%,22.5%,,
T4 375,U,,2,,,0,,,S,3,0,1,2.9,,,,,,,,,,,,
T4 375,U,,1.8,,,0,,,S,3,1,1,2.9,,,,,,,,,,,,
T4 375,U,,2.1,,,0,,,S,3,2,1,2.9,,,,,,,,,,,,
T4 375,U,,2.4,,,0,,,S,3,1,1,2.9,,,,,,,,,,,,
T4 375,U,,2.5,,,1,,,F,3,1,1,2.9,,,,,,,,,,,,
T4 375,U,,1.8,,,0,,,S,3,0,1,2.9,,,,,,,,,,,,
T4 375,U,,1.6,,,0,,,S,3,0,1,2.9,,,,,,,,,,,,
T4 375,U,,2.4,,,1,,,F,3,0,1,3,,,,,,,,,,,,
T4 375,U,,1.5,,,0,,,S,3,0,1,3,,,,,,,,,,,,
T4 390,,0,,,,,,,,3.1,1,1,3,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.0%,,
T4 405,,0,,,,,,,,3.1,0,1,3,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.0%,,
T4 420,,0,,,,,,,,3.1,0,1,3,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.0%,,
T4 435,U,0,1.1,,,0,,,S,3.1,0,1,3,2.50%,0%,0%,0%,0%,0%,0%,2.5%,60%,62.5%,,
T4 435,U,,0.8,,,0,,,S,3.1,0,1,3,,,,,,,,,,,,
T4 435,U,,0.8,,,0,,,S,3.1,0,1,3.1,,,,,,,,,,,,
T4 435,U,,1,,,0,,,S,3.1,0,1,3.2,,,,,,,,,,,,
T4 435,U,,2.3,,,0,,,S,3.2,2,1,3.2,,,,,,,,,,,,
T4 435,U,,0.6,,,0,,,S,3.2,0,1,3.2,,,,,,,,,,,,
T4 435,U,,1,,,0,,,S,3.2,0,1,3.3,,,,,,,,,,,,
T4 435,U,,0.6,,,0,,,S,3.2,1,1,3.4,,,,,,,,,,,,
T4 435,U,,0.5,,,0,,,S,3.2,1,1,3.4,,,,,,,,,,,,
T4 435,U,,0.8,,,0,,,S,3.2,0,1,3.5,,,,,,,,,,,,
T4 450,O,0,1.3,,,0,,,S,3.2,0,1,3.5,5%,0%,0%,0%,0%,0%,0%,5%,40%,45.0%,,
T4 450,O,,1.7,,,0,,,S,3.2,1,1,3.9,,,,,,,,,,,,
T4 450,O,,2,,,0,,,S,3.2,2,1,4.2,,,,,,,,,,,,
T4 450,O,,2.2,,,0,,,S,3.2,0,2,1.1,,,,,,,,,,,,
T4 450,O,,2,,,0,,,S,3.2,0,2,1.4,,,,,,,,,,,,
T4 450,O,,0.7,,,0,,,S,3.2,2,2,2.5,,,,,,,,,,,,
T4 450,O,,0.8,,,0,,,S,3.3,0,2,2.5,,,,,,,,,,,,
T4 450,O,,0.9,,,0,,,S,3.3,0,2,2.6,,,,,,,,,,,,
T4 450,O,,1.8,,,0,,,S,3.3,0,2,2.7,,,,,,,,,,,,
T4 450,O,,1.8,,,0,,,S,3.3,1,2,2.7,,,,,,,,,,,,
T4 465,U,0,2,,,1,,,F,3.4,1,2,2.8,10%,0%,0%,0%,0%,0%,0%,10%,30%,40.0%,,
T4 465,U,,2,,,1,,,F,3.4,2,2,2.9,,,,,,,,,,,,
T4 465,U,,2.1,,,0,,,S,3.4,1,2,3,,,,,,,,,,,,
T4 465,U,,2.4,,,1,,,F,3.5,1,2,3.2,,,,,,,,,,,,
T4 465,U,,2.8,,,1,,,F,3.5,1,2,3.2,,,,,,,,,,,,
T4 465,U,,2.4,,,0,,,S,3.5,0,2,3.2,,,,,,,,,,,,
T4 465,U,,2.3,,,0,,,S,3.6,2,2,3.4,,,,,,,,,,,,
T4 465,U,,2.2,,,1,,,F,3.6,3,2,3.6,,,,,,,,,,,,
T4 465,U,,1.8,,,1,,,F,3.7,0,2,4.5,,,,,,,,,,,,
T4 465,U,,1.8,,,0,,,S,3.9,1,3,2.8,,,,,,,,,,,,
T4 480,,0,,,,,,,,4,0,3,2.8,0%,2.50%,0%,0%,0%,0%,0%,2.50%,10%,12.5%,,
T4 495,,0,,,,,,,,4,4,3,2.8,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.0%,,
T4 510,I,0,1.9,,,0,,,S,4.2,1,3,3.6,2.50%,0%,0%,0%,0%,0%,0%,2.5%,10%,12.5%,,
T4 510,I,,2.8,,,0,,,S,4.5,2,4,4,,,,,,,,,,,,
T4 510,I,,2.7,,,0,,,S,,,,,,,,,,,,,,,,
T4 510,I,,1.5,,,0,,,S,,,,,,,,,,,,,,,,
T4 510,I,,2.3,,,0,,,S,,,,,,,,,,,,,,,,
T4 510,I,,1.9,,,0,,,S,,,,,,,,,,,,,,,,
T4 510,I,,1.8,,,0,,,S,,,,,,,,,,,,,,,,
T4 510,I,,2.1,,,0,,,S,,,,,,,,,,,,,,,,
T4 510,I,,2,,,0,,,S,,,,,,,,,,,,,,,,
T4 510,I,,1.8,,,0,,,S,,,,,,,,,,,,,,,,
T4 525,I,0,1.9,,,1,,,F,,,,,2.50%,0%,0%,0%,0%,0%,0%,2.50%,2.5%,5.0%,,
T4 525,I,,1.9,,,1,,,F,,,,,,,,,,,,,,,,
T4 525,I,,2,,,0,,,S,,,,,,,,,,,,,,,,
T4 525,I,,1.8,,,0,,,S,,,,,,,,,,,,,,,,
T4 525,I,,2,,,0,,,S,,,,,,,,,,,,,,,,
T4 525,I,,2,,,1,,,F,,,,,,,,,,,,,,,,
T4 525,I,,2.3,,,0,,,S,,,,,,,,,,,,,,,,
T4 525,I,,2,,,0,,,S,,,,,,,,,,,,,,,,
T4 525,I,,1.2,,,0,,,S,,,,,,,,,,,,,,,,
T4 525,I,,0.8,,,0,,,S,,,,,,,,,,,,,,,,
T4 540,,0,,,,,,,,,,,,0%,0%,2.50%,0%,0%,0%,0%,2.5%,0%,2.5%,,
T4 555,,0,,,,,,,,,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.0%,,
T4 570,,0,,,,,,,,,,,,0%,0%,0%,0%,0%,0%,0%,0%,10%,10.0%,,
T4 585,I,0,2.2,,,0,,,S,,,,,20%,0%,0%,0%,0%,0%,0%,20%,0%,20.0%,,
T4 585,I,,2.2,,,0,,,S,,,,,,,,,,,,,,,,
T4 585,I,,2.8,,,1,,,M,,,,,,,,,,,,,,,,
T4 585,I,,2.6,,,1,,,M,,,,,,,,,,,,,,,,
T4 585,I,,2.5,,,0,,,S,,,,,,,,,,,,,,,,
T4 585,I,,2.8,,,1,,,M,,,,,,,,,,,,,,,,
T4 585,I,,2.3,,,0,,,S,,,,,,,,,,,,,,,,
T4 585,I,,2.9,,,0,,,S,,,,,,,,,,,,,,,,
T4 585,I,,2.5,,,1,,,M,,,,,,,,,,,,,,,,
T4 585,I,,2.8,,,1,,,M,,,,,,,,,,,,,,,,
T4 600,I,0,1.5,,,0,,,S,,,,,2.50%,0%,0%,0%,0%,0%,0%,2.50%,10%,12.5%,,
T4 600,I,,1,,,0,,,S,,,,,,,,,,,,,,,,
T4 600,I,,1.6,,,0,,,S,,,,,,,,,,,,,,,,
T4 600,I,,1.6,,,0,,,S,,,,,,,,,,,,,,,,
T4 600,I,,1,,,0,,,S,,,,,,,,,,,,,,,,
T4 600,I,,1.5,,,0,,,S,,,,,,,,,,,,,,,,
T4 600,I,,0.9,,,0,,,S,,,,,,,,,,,,,,,,
T4 600,I,,1,,,0,,,S,,,,,,,,,,,,,,,,
T4 600,I,,0.8,,,0,,,S,,,,,,,,,,,,,,,,
T4 600,I,,1.1,,,0,,,S,,,,,,,,,,,,,,,,
T4 615,,0,,,,,,,,,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.0%,,
T4 630,O,0,1.8,,,0,,,S,,,,,10%,0%,0%,0%,0%,0%,0%,10%,10%,20.0%,,
T4 630,O,,1.3,,,0,,,S,,,,,,,,,,,,,,,,
T4 630,O,,1.8,,,0,,,S,,,,,,,,,,,,,,,,
T4 630,O,,1.3,,,0,,,S,,,,,,,,,,,,,,,,
T4 630,O,,1.7,,,0,,,S,,,,,,,,,,,,,,,,
T4 630,O,,1.9,,,0,,,S,,,,,,,,,,,,,,,,
T4 630,O,,1.8,,,0,,,S,,,,,,,,,,,,,,,,
T4 630,O,,1.7,,,0,,,S,,,,,,,,,,,,,,,,
T4 630,O,,1.6,,,0,,,S,,,,,,,,,,,,,,,,
T4 630,O,,1.2,,,0,,,S,,,,,,,,,,,,,,,,
T4 645,,0,,,,,,,,,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.0%,,
T4 660,,0,,,,,,,,,,,,0%,0%,0%,0%,0%,0%,0%,0%,10%,10.0%,,
T4 675,O,0,1.3,,,0,,,S,,,,,20%,0%,0%,0%,0%,0%,0%,20%,5%,25.0%,,
T4 675,O,,1,,,1,,,F,,,,,,,,,,,,,,,,
T4 675,O,,2.1,,,0,,,S,,,,,,,,,,,,,,,,
T4 675,O,,2.3,,,0,,,S,,,,,,,,,,,,,,,,
T4 675,O,,1.5,,,0,,,S,,,,,,,,,,,,,,,,
T4 675,O,,0.8,,,0,,,S,,,,,,,,,,,,,,,,
T4 675,O,,1.4,,,0,,,S,,,,,,,,,,,,,,,,
T4 675,O,,1.8,,,0,,,S,,,,,,,,,,,,,,,,
T4 675,O,,1.2,,,0,,,S,,,,,,,,,,,,,,,,
T4 675,O,,1.1,,,0,,,S,,,,,,,,,,,,,,,,
T4 690,U,0,2.2,,,0,,,S,,,,,2.50%,0%,0%,0%,0%,0%,0%,2.50%,0%,2.5%,,
T4 690,U,,1.5,,,0,,,S,,,,,,,,,,,,,,,,
T4 690,U,,2.1,,,0,,,S,,,,,,,,,,,,,,,,
T4 690,U,,3,,,0,,,S,,,,,,,,,,,,,,,,
T4 690,U,,2.2,,,0,,,S,,,,,,,,,,,,,,,,
T4 690,U,,3,,,0,,,S,,,,,,,,,,,,,,,,
T4 690,U,,1.4,,,0,,,S,,,,,,,,,,,,,,,,
T4 690,U,,1.6,,,0,,,S,,,,,,,,,,,,,,,,
T4 690,U,,1.4,,,0,,,S,,,,,,,,,,,,,,,,
T4 690,U,,1.6,,,0,,,S,,,,,,,,,,,,,,,,
T4 705,,0,,,,,,,,,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,
T4 720,,0,,,,,,,,,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,
T4 735,,0,,,,,,,,,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,
T4 750,,0,,,,,,,,,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,
T4 765,,0,,,,,,,,,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,